User ID,Username,Email,Role,Facility,Status,Last Login,Created At
120,"hmunpuisc","hmunpuisc@aizawlwest.com","facility","",Active,,"N/A"
121,"hmunthasc","hmunthasc@serchhip.com","facility","",Active,,"N/A"
122,"hnahchangzotuitlangsc","hnahchangzotuitlangsc@lunglei.com","facility","",Active,,"N/A"
123,"hnahlanphc","hnahlanphc@champhai.com","facility","",Active,,"N/A"
124,"hnahlansc","hnahlansc@champhai.com","facility","",Active,,"N/A"
125,"hnahthialsc","hnahthialsc@lunglei.com","facility","",Active,,"N/A"
126,"hnahthialuhwc","hnahthialuhwc@lunglei.com","facility","",Active,,"N/A"
127,"hortokisc","hortokisc@kolasib.com","facility","",Active,,"N/A"
128,"hrangchalkawnsc","hrangchalkawnsc@lunglei.com","facility","",Active,,"N/A"
129,"hrangchalkawnuphc","hrangchalkawnuphc@lunglei.com","facility","",Active,,"N/A"
130,"hriangtlangsc","hriangtlangsc@serchhip.com","facility","",Active,,"N/A"
131,"hriphawsc","hriphawsc@mamit.com","facility","",Active,,"N/A"
132,"hualngohmunsc","hualngohmunsc@aizawlwest.com","facility","",Active,,"N/A"
133,"hualtusc","hualtusc@serchhip.com","facility","",Active,,"N/A"
134,"huntharsc","huntharsc@aizawlwest.com","facility","",Active,,"N/A"
135,"itisc","itisc@aizawlwest.com","facility","",Active,,"N/A"
136,"itiuphc","itiuphc@aizawleast.com","facility","",Active,,"N/A"
137,"jarulsurysc","jarulsurysc@lawngtlai.com","facility","",Active,,"N/A"
138,"kanghmunphc","kanghmunphc@mamit.com","facility","",Active,,"N/A"
139,"kanghmunsc","kanghmunsc@mamit.com","facility","",Active,,"N/A"
140,"kanghmunsouthsc","kanghmunsouthsc@serchhip.com","facility","",Active,,"N/A"
141,"kanhmunsc","kanhmunsc@mamit.com","facility","",Active,,"N/A"
142,"kawlbemsc","kawlbemsc@champhai.com","facility","",Active,,"N/A"
143,"kawlchawsc","kawlchawsc@lawngtlai.com","facility","",Active,,"N/A"
144,"kawlhawksc","kawlhawksc@lunglei.com","facility","",Active,,"N/A"
145,"kawlkulhphc","kawlkulhphc@champhai.com","facility","",Active,,"N/A"
146,"kawlkulhsc","kawlkulhsc@champhai.com","facility","",Active,,"N/A"
147,"kawnpuiphc","kawnpuiphc@kolasib.com","facility","",Active,,"N/A"
148,"kawnpuisc","kawnpuisc@kolasib.com","facility","",Active,,"N/A"
150,"kawrtethawvengphc","kawrtethawvengphc@mamit.com","facility","",Active,,"N/A"
151,"kawrtethawvengsc","kawrtethawvengsc@mamit.com","facility","",Active,,"N/A"
152,"kawrthahsc","kawrthahsc@mamit.com","facility","",Active,,"N/A"
153,"keifangayushsc","keifangayushsc@saitual.com","facility","",Active,,"N/A"
154,"keifangsc","keifangsc@aizawleast.com","facility","",Active,,"N/A"
155,"keitumayushsc","keitumayushsc@serchhip.com","facility","",Active,,"N/A"
156,"keitumsc","keitumsc@serchhip.com","facility","",Active,,"N/A"
157,"kelkangayushsc","kelkangayushsc@champhai.com","facility","",Active,,"N/A"
158,"kelkangsc","kelkangsc@champhai.com","facility","",Active,,"N/A"
159,"kepransc","kepransc@aizawleast.com","facility","",Active,,"N/A"
160,"khankawnsc","khankawnsc@champhai.com","facility","",Active,,"N/A"
161,"khanpuisc","khanpuisc@aizawleast.com","facility","",Active,,"N/A"
162,"khatlaayushsc","khatlaayushsc@aizawleast.com","facility","",Active,,"N/A"
163,"khatlasc","khatlasc@aizawlwest.com","facility","",Active,,"N/A"
164,"khawbelsc","khawbelsc@serchhip.com","facility","",Active,,"N/A"
165,"khawbungnsc","khawbungnsc@champhai.com","facility","",Active,,"N/A"
166,"khawbungphc","khawbungphc@champhai.com","facility","",Active,,"N/A"
167,"khawbungsc","khawbungsc@champhai.com","facility","",Active,,"N/A"
168,"khawhaiphc","khawhaiphc@champhai.com","facility","",Active,,"N/A"
169,"khawhaisc","khawhaisc@champhai.com","facility","",Active,,"N/A"
170,"khawkawnsc","khawkawnsc@champhai.com","facility","",Active,,"N/A"
171,"khawlailungphc","khawlailungphc@serchhip.com","facility","",Active,,"N/A"
172,"khawlailungsc","khawlailungsc@serchhip.com","facility","",Active,,"N/A"
173,"khawleksc","khawleksc@lunglei.com","facility","",Active,,"N/A"
174,"khawliansc","khawliansc@aizawleast.com","facility","",Active,,"N/A"
175,"khawmawiayushsc","khawmawiayushsc@lawngtlai.com","facility","",Active,,"N/A"
176,"khawmawisc","khawmawisc@lawngtlai.com","facility","",Active,,"N/A"
177,"khawrihnimsc","khawrihnimsc@mamit.com","facility","",Active,,"N/A"
178,"khawruhlianphc","khawruhlianphc@aizawleast.com","facility","",Active,,"N/A"
179,"khawruhliansc","khawruhliansc@aizawleast.com","facility","",Active,,"N/A"
180,"khawzawlphc","khawzawlphc@champhai.com","facility","",Active,,"N/A"
181,"khawzawlsc","khawzawlsc@champhai.com","facility","",Active,,"N/A"
182,"khuanglengsc","khuanglengsc@champhai.com","facility","",Active,,"N/A"
183,"khuangphahsc","khuangphahsc@champhai.com","facility","",Active,,"N/A"
184,"khuangthingayushsc","khuangthingayushsc@champhai.com","facility","",Active,,"N/A"
185,"khuangthingsc","khuangthingsc@champhai.com","facility","",Active,,"N/A"
186,"khumtungayushsc","khumtungayushsc@aizawleast.com","facility","",Active,,"N/A"
187,"khumtungsc","khumtungsc@aizawleast.com","facility","",Active,,"N/A"
189,"kulikawnsc","kulikawnsc@aizawlwest.com","facility","",Active,,"N/A"
190,"laisawralsc","laisawralsc@lunglei.com","facility","",Active,,"N/A"
191,"lakisc","lakisc@saiha.com","facility","",Active,,"N/A"
192,"lallensc","lallensc@mamit.com","facility","",Active,,"N/A"
193,"lamchhipsc","lamchhipsc@aizawlwest.com","facility","",Active,,"N/A"
194,"lamzawlsc","lamzawlsc@champhai.com","facility","",Active,,"N/A"
195,"lawipu","lawipu@aizawlwest.com","facility","",Active,,"N/A"
196,"lawipusc","lawipusc@aizawlwest.com","facility","",Active,,"N/A"
197,"lawngbansc","lawngbansc@saiha.com","facility","",Active,,"N/A"
198,"lawngtlaiayushsc","lawngtlaiayushsc@lawngtlai.com","facility","",Active,,"N/A"
199,"lawngtlaisc","lawngtlaisc@lawngtlai.com","facility","",Active,,"N/A"
200,"leitesc","leitesc@lunglei.com","facility","",Active,,"N/A"
201,"lenchimsc","lenchimsc@aizawleast.com","facility","",Active,,"N/A"
202,"lengsc","lengsc@serchhip.com","facility","",Active,,"N/A"
203,"lengpuiphc","lengpuiphc@aizawlwest.com","facility","",Active,,"N/A"
204,"lengpuisc","lengpuisc@aizawlwest.com","facility","",Active,,"N/A"
205,"lianpuisc","lianpuisc@champhai.com","facility","",Active,,"N/A"
206,"longpuighat","longpuighat@lawngtlai.com","facility","",Active,,"N/A"
207,"longpuighatphc","longpuighatphc@lawngtlai.com","facility","",Active,,"N/A"
208,"luangmualsc","luangmualsc@aizawlwest.com","facility","",Active,,"N/A"
209,"lungchemsc","lungchemsc@lunglei.com","facility","",Active,,"N/A"
210,"lungchhuansc","lungchhuansc@serchhip.com","facility","",Active,,"N/A"
211,"lungdaiphc","lungdaiphc@kolasib.com","facility","",Active,,"N/A"
212,"lungdaisc","lungdaisc@kolasib.com","facility","",Active,,"N/A"
213,"lungdarephc","lungdarephc@serchhip.com","facility","",Active,,"N/A"
214,"lungdaresc","lungdaresc@serchhip.com","facility","",Active,,"N/A"
215,"lungdarwsc","lungdarwsc@mamit.com","facility","",Active,,"N/A"
216,"lungkawlhsc","lungkawlhsc@serchhip.com","facility","",Active,,"N/A"
217,"lunglawnsc","lunglawnsc@lunglei.com","facility","",Active,,"N/A"
218,"lunglengsc","lunglengsc@aizawlwest.com","facility","",Active,,"N/A"
219,"lungmuatsc","lungmuatsc@kolasib.com","facility","",Active,,"N/A"
220,"lungphosc","lungphosc@serchhip.com","facility","",Active,,"N/A"
221,"lungrangssc","lungrangssc@lawngtlai.com","facility","",Active,,"N/A"
222,"lungsenphc","lungsenphc@lunglei.com","facility","",Active,,"N/A"
223,"lungsensc","lungsensc@lunglei.com","facility","",Active,,"N/A"
224,"lungtansc","lungtansc@champhai.com","facility","",Active,,"N/A"
225,"lungtiansc","lungtiansc@lawngtlai.com","facility","",Active,,"N/A"
226,"lungzarhtumsc","lungzarhtumsc@lawngtlai.com","facility","",Active,,"N/A"
227,"mkawnpuisc","mkawnpuisc@lawngtlai.com","facility","",Active,,"N/A"
228,"minecouhwc","minecouhwc@aizawlwest.com","facility","",Active,,"N/A"
229,"maitesc","maitesc@aizawleast.com","facility","",Active,,"N/A"
230,"mamitsc","mamitsc@mamit.com","facility","",Active,,"N/A"
231,"mampuisc","mampuisc@lawngtlai.com","facility","",Active,,"N/A"
232,"mamtesc","mamtesc@lunglei.com","facility","",Active,,"N/A"
233,"marparaphc","marparaphc@mamit.com","facility","",Active,,"N/A"
234,"marparasc","marparasc@mamit.com","facility","",Active,,"N/A"
236,"maubawksc","maubawksc@saiha.com","facility","",Active,,"N/A"
237,"maubuangayushsc","maubuangayushsc@aizawleast.com","facility","",Active,,"N/A"
238,"maubuangsc","maubuangsc@aizawlwest.com","facility","",Active,,"N/A"
239,"maucharsc","maucharsc@aizawleast.com","facility","",Active,,"N/A"
240,"mautlangsc","mautlangsc@lawngtlai.com","facility","",Active,,"N/A"
241,"meisavaihuhwc","meisavaihuhwc@saiha.com","facility","",Active,,"N/A"
242,"melbukkhawnuamsc","melbukkhawnuamsc@lawngtlai.com","facility","",Active,,"N/A"
243,"melriatsc","melriatsc@aizawlwest.com","facility","",Active,,"N/A"
244,"melthumsc","melthumsc@aizawlwest.com","facility","",Active,,"N/A"
245,"mimbungphc","mimbungphc@champhai.com","facility","",Active,,"N/A"
246,"mimbungsc","mimbungsc@champhai.com","facility","",Active,,"N/A"
247,"missionvengsc","missionvengsc@aizawlwest.com","facility","",Active,,"N/A"
248,"missionvenguhwc","missionvenguhwc@aizawlwest.com","facility","",Active,,"N/A"
249,"muallianpuisc","muallianpuisc@lunglei.com","facility","",Active,,"N/A"
250,"muallungthusc","muallungthusc@aizawlwest.com","facility","",Active,,"N/A"
251,"mualthuamnsc","mualthuamnsc@lunglei.com","facility","",Active,,"N/A"
252,"nchaltlangsc","nchaltlangsc@kolasib.com","facility","",Active,,"N/A"
253,"nchawnpuisc","nchawnpuisc@kolasib.com","facility","",Active,,"N/A"
255,"nmualchengsc","nmualchengsc@serchhip.com","facility","",Active,,"N/A"
256,"nsabualsc","nsabualsc@mamit.com","facility","",Active,,"N/A"
257,"nvanlaiphaisc","nvanlaiphaisc@serchhip.com","facility","",Active,,"N/A"
258,"nkhawleksc","nkhawleksc@aizawleast.com","facility","",Active,,"N/A"
259,"nvanlaiphaiphc","nvanlaiphaiphc@serchhip.com","facility","",Active,,"N/A"
260,"nebualpuihliappuiayushsc","nebualpuihliappuiayushsc@khawzawl.com","facility","",Active,,"N/A"
261,"nebualpuihliappuisc","nebualpuihliappuisc@champhai.com","facility","",Active,,"N/A"
262,"nekhawdungseiphc","nekhawdungseiphc@champhai.com","facility","",Active,,"N/A"
263,"nekhawdungseisc","nekhawdungseisc@champhai.com","facility","",Active,,"N/A"
264,"nalzawlsc","nalzawlsc@mamit.com","facility","",Active,,"N/A"
265,"neihdawnsc","neihdawnsc@champhai.com","facility","",Active,,"N/A"
266,"newbuilumsc","newbuilumsc@kolasib.com","facility","",Active,,"N/A"
267,"newchalrangsc","newchalrangsc@champhai.com","facility","",Active,,"N/A"
268,"newedensc","newedensc@mamit.com","facility","",Active,,"N/A"
269,"newlatawhsc","newlatawhsc@saiha.com","facility","",Active,,"N/A"
270,"newsachanayushsc","newsachanayushsc@lunglei.com","facility","",Active,,"N/A"
271,"newserchhipayushsc","newserchhipayushsc@serchhip.com","facility","",Active,,"N/A"
272,"newserchhipnorthuhwc","newserchhipnorthuhwc@serchhip.com","facility","",Active,,"N/A"
273,"newserchhipsc","newserchhipsc@serchhip.com","facility","",Active,,"N/A"
274,"ngaizawlsc","ngaizawlsc@champhai.com","facility","",Active,,"N/A"
275,"ngentiangphc","ngentiangphc@serchhip.com","facility","",Active,,"N/A"
276,"ngopaayushsc","ngopaayushsc@saitual.com","facility","",Active,,"N/A"
277,"ngopasc","ngopasc@champhai.com","facility","",Active,,"N/A"
278,"ngursc","ngursc@champhai.com","facility","",Active,,"N/A"
279,"niawhtlangayushsc","niawhtlangayushsc@saiha.com","facility","",Active,,"N/A"
235,"maubawk","maubawk@aizawlest.com","facility","",Active,,"N/A"
280,"niawhtlangsc","niawhtlangsc@saiha.com","facility","",Active,,"N/A"
281,"nisapuisc","nisapuisc@kolasib.com","facility","",Active,,"N/A"
282,"nunsurysc","nunsurysc@lunglei.com","facility","",Active,,"N/A"
283,"oldsaihasc","oldsaihasc@saiha.com","facility","",Active,,"N/A"
284,"ptclungverhsc","ptclungverhsc@aizawlwest.com","facility","",Active,,"N/A"
285,"paitharayushsc","paitharayushsc@lawngtlai.com","facility","",Active,,"N/A"
286,"palsangsc","palsangsc@aizawleast.com","facility","",Active,,"N/A"
287,"pangbalkawnsc","pangbalkawnsc@kolasib.com","facility","",Active,,"N/A"
288,"pangkhuasc","pangkhuasc@lawngtlai.com","facility","",Active,,"N/A"
289,"pangzawlphc","pangzawlphc@lunglei.com","facility","",Active,,"N/A"
290,"pangzawlsc","pangzawlsc@lunglei.com","facility","",Active,,"N/A"
291,"parvaayushsc","parvaayushsc@lawngtlai.com","facility","",Active,,"N/A"
292,"parvasc","parvasc@lawngtlai.com","facility","",Active,,"N/A"
293,"parvatuisc","parvatuisc@mamit.com","facility","",Active,,"N/A"
294,"pawlrangsc","pawlrangsc@champhai.com","facility","",Active,,"N/A"
295,"phailengesc","phailengesc@aizawleast.com","facility","",Active,,"N/A"
296,"phainuamsc","phainuamsc@kolasib.com","facility","",Active,,"N/A"
297,"phairuangkaisc","phairuangkaisc@lunglei.com","facility","",Active,,"N/A"
298,"phaisensc","phaisensc@kolasib.com","facility","",Active,,"N/A"
299,"phaitharsc","phaitharsc@lawngtlai.com","facility","",Active,,"N/A"
300,"phalhrangsc","phalhrangsc@saiha.com","facility","",Active,,"N/A"
301,"phuaibuangphc","phuaibuangphc@aizawleast.com","facility","",Active,,"N/A"
302,"phuaibuangsc","phuaibuangsc@aizawleast.com","facility","",Active,,"N/A"
303,"phuldungseiphc","phuldungseiphc@mamit.com","facility","",Active,,"N/A"
304,"phuldungseisc","phuldungseisc@mamit.com","facility","",Active,,"N/A"
305,"phullenphc","phullenphc@aizawleast.com","facility","",Active,,"N/A"
306,"phullensc","phullensc@aizawleast.com","facility","",Active,,"N/A"
307,"phulpuisc","phulpuisc@aizawlwest.com","facility","",Active,,"N/A"
308,"phunchawnguhwc","phunchawnguhwc@aizawlwest.com","facility","",Active,,"N/A"
309,"phuraphc","phuraphc@saiha.com","facility","",Active,,"N/A"
310,"phurasc","phurasc@saiha.com","facility","",Active,,"N/A"
311,"puankhaisc","puankhaisc@lunglei.com","facility","",Active,,"N/A"
312,"pukpuiayushsc","pukpuiayushsc@lunglei.com","facility","",Active,,"N/A"
313,"pukpuisc","pukpuisc@lunglei.com","facility","",Active,,"N/A"
314,"pukpuiuhwc","pukpuiuhwc@lunglei.com","facility","",Active,,"N/A"
315,"pukzingsc","pukzingsc@mamit.com","facility","",Active,,"N/A"
316,"putlungasihsc","putlungasihsc@lunglei.com","facility","",Active,,"N/A"
317,"rabungphc","rabungphc@champhai.com","facility","",Active,,"N/A"
318,"rabungsc","rabungsc@champhai.com","facility","",Active,,"N/A"
319,"rahsivengsc","rahsivengsc@lunglei.com","facility","",Active,,"N/A"
320,"ralvawngsc","ralvawngsc@lunglei.com","facility","",Active,,"N/A"
321,"ramhlunayushsc","ramhlunayushsc@aizawleast.com","facility","",Active,,"N/A"
322,"ramhlunsc","ramhlunsc@aizawleast.com","facility","",Active,,"N/A"
323,"ramhlunsouth","ramhlunsouth@aizawleast.com","facility","",Active,,"N/A"
324,"ramlaituisc","ramlaituisc@lunglei.com","facility","",Active,,"N/A"
325,"ramtharsc","ramtharsc@lunglei.com","facility","",Active,,"N/A"
326,"ratuphc","ratuphc@aizawleast.com","facility","",Active,,"N/A"
327,"ratusc","ratusc@aizawleast.com","facility","",Active,,"N/A"
328,"rawlbuk","rawlbuk@aizawleast.com","facility","",Active,,"N/A"
329,"rawmibawksc","rawmibawksc@saiha.com","facility","",Active,,"N/A"
330,"rawpuisc","rawpuisc@lunglei.com","facility","",Active,,"N/A"
331,"rawpuichhipphc","rawpuichhipphc@mamit.com","facility","",Active,,"N/A"
332,"rawpuichhipsc","rawpuichhipsc@mamit.com","facility","",Active,,"N/A"
333,"reiekphc","reiekphc@mamit.com","facility","",Active,,"N/A"
334,"reieksc","reieksc@mamit.com","facility","",Active,,"N/A"
335,"rengdilsc","rengdilsc@mamit.com","facility","",Active,,"N/A"
336,"republicsc","republicsc@aizawlwest.com","facility","",Active,,"N/A"
337,"riangtleisc","riangtleisc@champhai.com","facility","",Active,,"N/A"
338,"rualalungsc","rualalungsc@lawngtlai.com","facility","",Active,,"N/A"
339,"ruallunguhwc","ruallunguhwc@aizawleast.com","facility","",Active,,"N/A"
340,"ruantlangayushsc","ruantlangayushsc@champhai.com","facility","",Active,,"N/A"
341,"ruantlangsc","ruantlangsc@champhai.com","facility","",Active,,"N/A"
342,"rulchawmsc","rulchawmsc@aizawleast.com","facility","",Active,,"N/A"
343,"rullamsc","rullamsc@serchhip.com","facility","",Active,,"N/A"
344,"rulpuihlimsc","rulpuihlimsc@mamit.com","facility","",Active,,"N/A"
345,"schawngtuisc","schawngtuisc@serchhip.com","facility","",Active,,"N/A"
346,"smualchengsc","smualchengsc@lunglei.com","facility","",Active,,"N/A"
347,"svanlaiphaisc","svanlaiphaisc@lunglei.com","facility","",Active,,"N/A"
348,"slungpherphc","slungpherphc@lawngtlai.com","facility","",Active,,"N/A"
349,"slungphersc","slungphersc@lawngtlai.com","facility","",Active,,"N/A"
350,"svanlaiphaiphc","svanlaiphaiphc@lunglei.com","facility","",Active,,"N/A"
351,"saichalsc","saichalsc@champhai.com","facility","",Active,,"N/A"
352,"saihatlangkawnsc","saihatlangkawnsc@saiha.com","facility","",Active,,"N/A"
353,"saikhawthlirsc","saikhawthlirsc@mamit.com","facility","",Active,,"N/A"
354,"sailulaksc","sailulaksc@serchhip.com","facility","",Active,,"N/A"
355,"saiphaisc","saiphaisc@kolasib.com","facility","",Active,,"N/A"
